0,-0.032,-0.0082952295229517
0,-0.010321032103211,-0.0216789678967886
0,-0.0196531653165311,-0.012346834683469
0,-0.032,-0.0176273627362735
0,-0.032,-0.032
-0.013575757575758,-0.032,-0.018424242424242
-0.0204500450044995,-0.032,-0.0115499549955005
0,-0.032,-0.0224758475847593
0,-0.032,0
-0.00547254725472524,-0.032,-0.00547254725472524
-0.032,-0.032,-0.0285532553255323
-0.032,-0.032,0
-0.032,-0.032,0
-0.00263066306630755,-0.00263066306630755,-0.0293693369336925
0,0,-0.00465646564656508
-0.025317731773177,-0.025317731773177,0
-0.032,-0.032,0
-0.032,-0.032,-0.0212661266126615
-0.0127596759675961,-0.0518415841584168,-0.032
0,-0.0472475247524744,-0.0147854785478541
-0.0151887188718867,-0.032,0
-0.0188370837083713,-0.032,0
0,-0.032,-0.0111371137113712
0,-0.0228886888688868,-0.0228886888688868
0,-0.00708550855085566,-0.00708550855085566
0.00505970597059768,-0.032,-0.0269402940294019
0.0259321932193233,-0.032,0
-0.0309918991899196,-0.032,0
-0.00101770177017713,-0.032,0
0,-0.032,0
0.0269306930693074,-0.032,0
0.0070951095109506,-0.0576831683168328,0
0,-0.0414059405940606,0
0,-0.032,-0.0208532853285321
0,-0.032,-0.032
0,-0.0151983198319829,-0.0151983198319829
0,0,0
0,0,0
0,-0.0107242724272418,0
0,-0.032,0
0,-0.032,0
0,-0.032,-0.0046468646864688
0,-0.032,-0.0293789378937892
0,-0.032,0
0,-0.032,0
0,-0.032,-0.028543654365436
0,-0.00548214821482196,-0.00548214821482196
0,-0.0244920492049205,0
0,-0.032,0
0,-0.032,0
0,-0.032,-0.0184146414641471
-0.0163888388838878,-0.032,-0.032
-0.0176369636963702,-0.032,-0.0176369636963702
0,-0.032,0
-0.0103114311431143,-0.0216885688568857,0
-0.032,0,0
-0.019480348034802,-0.00625982598259922,0
0.0277659765976606,-0.032,-0.00423402340233947
0,-0.0342772277227721,-0.0297917791779181
-0.000182418241823967,-0.0648118811881195,-0.000182418241823967
-0.0301566156615665,-0.0339009900990099,-0.0301566156615665
-0.032,-0.032,-0.032
-0.00589498949894907,-0.032,-0.00589498949894907
0,-0.032,-0.0240792079207917
0,-0.032,-0.00994659465946635
0,-0.032,0
0,-0.0139981998199818,-0.0180018001800182
0,-0.0159759975997606,-0.0160240024002394
-0.0139501950195027,-0.032,-0.0139501950195027
